entry	name	body
00409d1e	FUN_00409d1e	[[00409d1e, 00409d54]]
00409d55	FUN_00409d55	[[00409d55, 00409d63]]
00409d64	FUN_00409d64	[[00409d64, 00409e16] [00409e34, 00409e84]]
00409e85	FUN_00409e85	[[00409e85, 00409f09]]
00409f0a	FUN_00409f0a	[[00409f0a, 00409f19]]
00409f1a	FUN_00409f1a	[[00409f1a, 0040a231] [0040a24f, 0040a29e]]
0040a29f	FUN_0040a29f	[[0040a29f, 0040a39e]]
0040a39f	FUN_0040a39f	[[0040a39f, 0040a3ed]]
0040a3ee	FUN_0040a3ee	[[0040a3ee, 0040a420]]
0040a430	FUN_0040a430	[[0040a430, 0040a739]]
0040a73a	FUN_0040a73a	[[0040a73a, 0040a785]]
0040a786	FUN_0040a786	[[0040a786, 0040a7a9]]
0040a7aa	FUN_0040a7aa	[[0040a7aa, 0040a84a]]
0040a84b	FUN_0040a84b	[[0040a84b, 0040aa44]]
0040aa45	FUN_0040aa45	[[0040aa45, 0040ab83]]
0040ab84	FUN_0040ab84	[[0040ab84, 0040b197]]
0040b198	FUN_0040b198	[[0040b198, 0040bff3]]
0040bff4	FUN_0040bff4	[[0040bff4, 0040c0ba]]
0040c0bb	FUN_0040c0bb	[[0040c0bb, 0040c0e6]]
0040c0e7	FUN_0040c0e7	[[0040c0e7, 0040c128]]
0040c129	FUN_0040c129	[[0040c129, 0040c172]]
0040c180	FUN_0040c180	[[0040c180, 0040c196]]
0040c197	FUN_0040c197	[[0040c197, 0040c1bc]]
0040c1bd	FUN_0040c1bd	[[0040c1bd, 0040c260]]
0040c261	FUN_0040c261	[[0040c261, 0040c60f]]
0040c6a5	FUN_0040c6a5	[[0040c6a5, 0040c773]]
0040c780	FUN_0040c780	[[0040c780, 0040c79b]]
0040c79c	FUN_0040c79c	[[0040c79c, 0040c7c2]]
0040c7c3	FUN_0040c7c3	[[0040c7c3, 0040c7eb]]
0040c996	DirectDrawCreate	[[0040c996, 0040c99b]]
0040c9a0	FUN_0040c9a0	[[0040c9a0, 0040ca07]]
0040ca10	FUN_0040ca10	[[0040ca10, 0040ca6a] [0040ca6c, 0040ca72] [0040ca80, 0040caa8] [0040caac, 0040cace] [0040cad0, 0040cae8] [0040cb0c, 0040cb55] [0040cb68, 0040cb6e] [0040cb70, 0040cb7a] [0040cb7c, 0040cb8c] [0040cb90, 0040cba6] [0040cba8, 0040cbcd] [0040cbd0, 0040cbd8] [0040cbdc, 0040cbfa] [0040cc08, 0040cc24] [0040cc28, 0040cc4e] [0040cc50, 0040cc80] [0040cca4, 0040cced] [0040cd00, 0040cd06] [0040cd08, 0040cd14] [0040cd18, 0040cd2a] [0040cd2c, 0040cd44]]
0040cd50	FUN_0040cd50	[[0040cd50, 0040cdb7]]
0040cdc0	FUN_0040cdc0	[[0040cdc0, 0040cdd3]]
0040cde0	FUN_0040cde0	[[0040cde0, 0040ce23]]
0040ce30	FUN_0040ce30	[[0040ce30, 0040ce84]]
0040ce90	_strncmp	[[0040ce90, 0040cec7]]
0040ced0	FUN_0040ced0	[[0040ced0, 0040cf0c]]
0040cf10	FUN_0040cf10	[[0040cf10, 0040cf74]]
0040cf80	FUN_0040cf80	[[0040cf80, 0040cfb6]]
0040cfc0	FUN_0040cfc0	[[0040cfc0, 0040d105]]
0040d110	FUN_0040d110	[[0040d110, 0040d146]]
0040d150	FUN_0040d150	[[0040d150, 0040d164]]
0040d170	FUN_0040d170	[[0040d170, 0040d1a6]]
0040d1b0	FUN_0040d1b0	[[0040d1b0, 0040d2eb]]
0040d2f0	FUN_0040d2f0	[[0040d2f0, 0040d3bf]]
0040d3c0	FUN_0040d3c0	[[0040d3c0, 0040d463]]
0040d470	_memset	[[0040d470, 0040d4c7]]
0040d4d0	_strlen	[[0040d4d0, 0040d54a]]
0040d550	FUN_0040d550	[[0040d550, 0040d5b7]]
0040d5c0	FUN_0040d5c0	[[0040d5c0, 0040d5ef]]
0040d5f0	FUN_0040d5f0	[[0040d5f0, 0040d601]]
0040d610	__exit	[[0040d610, 0040d621]]
0040d650	FUN_0040d650	[[0040d650, 0040d6fd]]
0040d710	FUN_0040d710	[[0040d710, 0040d71a]]
0040d720	FUN_0040d720	[[0040d720, 0040d72a]]
0040d730	FUN_0040d730	[[0040d730, 0040d74f]]
0040d750	FUN_0040d750	[[0040d750, 0040d77c]]
0040d780	FUN_0040d780	[[0040d780, 0040d78d]]
0040d790	FUN_0040d790	[[0040d790, 0040d7a9]]
0040d7b0	FUN_0040d7b0	[[0040d7b0, 0040d7b6]]
0040d7c0	FUN_0040d7c0	[[0040d7c0, 0040d89f]]
0040d8a0	_strcmp	[[0040d8a0, 0040d8e2] [0040d8e4, 0040d8e9] [0040d8ec, 0040d923]]
0040d930	FUN_0040d930	[[0040d930, 0040d945]]
0040d950	FUN_0040d950	[[0040d950, 0040d9e8]]
0040d9f0	_strrchr	[[0040d9f0, 0040da16]]
0040da18	__global_unwind2	[[0040da18, 0040da37]]
0040da5a	__local_unwind2	[[0040da5a, 0040dac1]]
0040daee	FUN_0040daee	[[0040daee, 0040db05]]
0040dbcd	FUN_0040dbcd	[[0040dbcd, 0040dbe7]]
0040dbf0	entry	[[0040dbf0, 0040dd4c] [0040dd6e, 0040dd97]]
0040dda0	__amsg_exit	[[0040dda0, 0040ddc5]]
0040ddd0	FUN_0040ddd0	[[0040ddd0, 0040de06]]
0040de50	FUN_0040de50	[[0040de50, 0040de7a]]
0040df00	FUN_0040df00	[[0040df00, 0040df75]]
0040df80	FUN_0040df80	[[0040df80, 0040df95]]
0040dfa0	FUN_0040dfa0	[[0040dfa0, 0040dfd5]]
0040dfe0	FUN_0040dfe0	[[0040dfe0, 0040e007]]
0040e010	FUN_0040e010	[[0040e010, 0040e045]]
0040e050	FUN_0040e050	[[0040e050, 0040e077]]
0040e0d0	FUN_0040e0d0	[[0040e0d0, 0040e231]]
0040e240	FUN_0040e240	[[0040e240, 0040e29a]]
0040e2a0	FUN_0040e2a0	[[0040e2a0, 0040e36c]]
0040e370	FUN_0040e370	[[0040e370, 0040e3c8]]
0040e3d0	FUN_0040e3d0	[[0040e3d0, 0040e422]]
0040e430	FUN_0040e430	[[0040e430, 0040e662]]
0040e670	FUN_0040e670	[[0040e670, 0040e7e1]]
0040e7f0	FUN_0040e7f0	[[0040e7f0, 0040e8b3]]
0040ea90	FUN_0040ea90	[[0040ea90, 0040ebbf]]
0040ebc0	FUN_0040ebc0	[[0040ebc0, 0040f43b]]
0040f550	FUN_0040f550	[[0040f550, 0040f591]]
0040f5a0	FUN_0040f5a0	[[0040f5a0, 0040f5d8]]
0040f5e0	FUN_0040f5e0	[[0040f5e0, 0040f61c]]
0040f620	FUN_0040f620	[[0040f620, 0040f630]]
0040f640	FUN_0040f640	[[0040f640, 0040f651]]
0040f660	FUN_0040f660	[[0040f660, 0040f671]]
0040f6c0	FUN_0040f6c0	[[0040f6c0, 0040f6df]]
0040f6e0	FUN_0040f6e0	[[0040f6e0, 0040f747]]
0040f750	FUN_0040f750	[[0040f750, 0040f7df]]
0040f7e0	FUN_0040f7e0	[[0040f7e0, 0040f812]]
0040f8a0	FUN_0040f8a0	[[0040f8a0, 0040f90d]]
0040f9e0	FUN_0040f9e0	[[0040f9e0, 0040fa51]]
0040fa60	FUN_0040fa60	[[0040fa60, 0040fc68]]
0040fc70	FUN_0040fc70	[[0040fc70, 0040fdca]]
0040fe40	FUN_0040fe40	[[0040fe40, 0040ff18]]
0040ff20	FUN_0040ff20	[[0040ff20, 0041000e]]
00410010	FUN_00410010	[[00410010, 00410081]]
00410090	FUN_00410090	[[00410090, 004102b4]]
00410c90	FUN_00410c90	[[00410c90, 00410d8b]]
00410d90	FUN_00410d90	[[00410d90, 00410e02]]
00410e10	FUN_00410e10	[[00410e10, 00410e18]]
00410e20	FUN_00410e20	[[00410e20, 00410e28]]
00410e30	FUN_00410e30	[[00410e30, 00410f97]]
00410fa0	FUN_00410fa0	[[00410fa0, 00411040]]
00411050	FUN_00411050	[[00411050, 004110e2]]
004110f0	FUN_004110f0	[[004110f0, 00411138]]
004111f0	FUN_004111f0	[[004111f0, 00411254]]
00411260	FUN_00411260	[[00411260, 00411281]]
00411290	FUN_00411290	[[00411290, 00411301]]
00411310	FUN_00411310	[[00411310, 0041138f]]
00411390	FUN_00411390	[[00411390, 0041159b]]
00411600	FUN_00411600	[[00411600, 004117f4]]
00411800	FUN_00411800	[[00411800, 00411862]]
00411870	FUN_00411870	[[00411870, 004118fd]]
00411c50	FUN_00411c50	[[00411c50, 00411c61]]
00411cc0	FUN_00411cc0	[[00411cc0, 00411cf9]]
00411d00	FUN_00411d00	[[00411d00, 00411ded]]
00411df0	FUN_00411df0	[[00411df0, 00411e8d]]
00411e90	FUN_00411e90	[[00411e90, 0041209e]]
004122a0	FUN_004122a0	[[004122a0, 004123f5]]
00412400	FUN_00412400	[[00412400, 0041261a]]
00412620	FUN_00412620	[[00412620, 0041266c]]
00412670	FUN_00412670	[[00412670, 004126a7]]
004126d0	FUN_004126d0	[[004126d0, 004126fc]]
00412710	FUN_00412710	[[00412710, 0041271a]]
00412720	FUN_00412720	[[00412720, 0041277b]]
004127b0	FUN_004127b0	[[004127b0, 004127c2]]
004127d0	FUN_004127d0	[[004127d0, 00412849]]
00412910	FUN_00412910	[[00412910, 0041294c]]
00412950	FUN_00412950	[[00412950, 00412b25]]
00412c40	FUN_00412c40	[[00412c40, 00412c9c]]
00412ca0	FUN_00412ca0	[[00412ca0, 00412cca]]
00412cd0	FUN_00412cd0	[[00412cd0, 00412d3b]]
00412d40	FUN_00412d40	[[00412d40, 00412db1]]
00412dc0	__aulldiv	[[00412dc0, 00412e27]]
00412e30	__aullrem	[[00412e30, 00412ea4]]
00412f70	FUN_00412f70	[[00412f70, 004132c0]]
004133c0	FUN_004133c0	[[004133c0, 00413730]]
00413740	FUN_00413740	[[00413740, 00413972]]
00413980	FUN_00413980	[[00413980, 00413a75]]
00413c80	FUN_00413c80	[[00413c80, 00413cb2]]
00413db0	FUN_00413db0	[[00413db0, 00413efa]]
00413f00	FUN_00413f00	[[00413f00, 00413f32]]
00413f40	FUN_00413f40	[[00413f40, 00413fa5]]
00414280	_strncpy	[[00414280, 0041437d]]
00414380	_strcspn	[[00414380, 004143bd]]
004143c0	_strpbrk	[[004143c0, 004143f9]]
00414900	FUN_00414900	[[00414900, 00414b06]]
00414b10	FUN_00414b10	[[00414b10, 00414b44]]
00414b50	FUN_00414b50	[[00414b50, 00414d6b]]
00414d70	FUN_00414d70	[[00414d70, 00414d9e]]
00414da0	FUN_00414da0	[[00414da0, 00414e32]]
00414e40	FUN_00414e40	[[00414e40, 00414e8a]]
00414e90	FUN_00414e90	[[00414e90, 00414f51]]
00414f60	FUN_00414f60	[[00414f60, 00414fef]]
00414ff0	FUN_00414ff0	[[00414ff0, 004151ac] [004151c3, 00415260]]
00415280	FUN_00415280	[[00415280, 00415526]]
00415530	FUN_00415530	[[00415530, 0041554d]]
00415550	FUN_00415550	[[00415550, 004155fa]]
00415600	FUN_00415600	[[00415600, 0041568e]]
00415730	FUN_00415730	[[00415730, 0041573a]]
004157b0	FUN_004157b0	[[004157b0, 004158fd]]
00415fc0	FUN_00415fc0	[[00415fc0, 004164a5]]
00416560	FUN_00416560	[[00416560, 0041658c]]
00416590	FUN_00416590	[[00416590, 00416622]]
00416630	FUN_00416630	[[00416630, 00416694]]
004166a0	FUN_004166a0	[[004166a0, 0041694a]]
004169f0	FUN_004169f0	[[004169f0, 00416b9b]]
00416bb0	FUN_00416bb0	[[00416bb0, 00416d33]]
00416d40	FUN_00416d40	[[00416d40, 00416e6c]]
00417090	FUN_00417090	[[00417090, 004171bf]]
004171c0	FUN_004171c0	[[004171c0, 004172fe]]
00417320	FUN_00417320	[[00417320, 004174ff]]
00417520	FUN_00417520	[[00417520, 004175b8]]
004176b0	_strchr	[[004176a0, 004176a4] [004176b0, 0041776b]]
004177e0	FUN_004177e0	[[004177e0, 00417843]]
00417850	FUN_00417850	[[00417850, 0041787e]]
00417880	FUN_00417880	[[00417880, 004178b1]]
004178e0	FUN_004178e0	[[004178e0, 00417bb7]]
00418000	FUN_00418000	[[00418000, 0041805a] [0041805c, 00418062] [00418070, 00418098] [0041809c, 004180be] [004180c0, 004180d8] [004180fc, 00418145] [00418158, 0041815e] [00418160, 0041816a] [0041816c, 0041817c] [00418180, 00418196] [00418198, 004181bd] [004181c0, 004181c8] [004181cc, 004181ea] [004181f8, 00418214] [00418218, 0041823e] [00418240, 00418270] [00418294, 004182dd] [004182f0, 004182f6] [004182f8, 00418304] [00418308, 0041831a] [0041831c, 00418334]]
00418340	FUN_00418340	[[00418340, 004183c7]]
004183d0	FUN_004183d0	[[004183d0, 0041844c]]
00418450	FUN_00418450	[[00418450, 004184b3]]
00418520	FUN_00418520	[[00418520, 00418590]]
004185a0	FUN_004185a0	[[004185a0, 00418789]]
00418790	FUN_00418790	[[00418790, 004187c1]]
00418800	FUN_00418800	[[00418800, 0041888d]]
00418890	FUN_00418890	[[00418890, 004188ca]]
004188d0	FUN_004188d0	[[004188d0, 00418949]]
00418ba0	FUN_00418ba0	[[00418ba0, 00418e64]]
00418e70	FUN_00418e70	[[00418e70, 00418e9e]]
00418ea0	FUN_00418ea0	[[00418ea0, 004190a2]]
004190b0	FUN_004190b0	[[004190b0, 00419123]]
00419130	FUN_00419130	[[00419130, 0041919e]]
004191a0	FUN_004191a0	[[004191a0, 0041934f]]
00419350	FUN_00419350	[[00419350, 0041939f]]
004194a2	RtlUnwind	[[004194a2, 004194a7]]
